Substance,Label,rp,f.e,Compound,Type,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train
Rb2MnI4,0.0,1.88735421689256,0.2465807999999985,Rb2MnI4,K2SO4,1.0,1.72,1.887354217,0.0,Rb,Rb,Mn,Mn,I,I,9.0,9.0,6.0,6.0,6.0,1.63,0.83,2.2,1.0,2.0,-1.0,0.104686,0.1352844,0.2195176,4.177128,7.434018,10.45126,1.0,7.0,7.0,Handbook,True
K2CuCl4,0.0,1.7964382063587645,-0.1151828200000011,K2CuCl4,K2SO4,1.0,1.72,1.796438206,0.0,K,K,Cu,Cu,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,0.73,1.81,1.0,2.0,-1.0,0.0981896,0.1511716,0.263803,4.34066354,7.72638,12.96763,1.0,11.0,7.0,Handbook,True
K2ZnCl4,0.0,1.7918812683939944,0.130322774999998,K2ZnCl4,K2SO4,1.0,1.72,1.791881268,0.0,K,K,Zn,Zn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,0.74,1.81,1.0,2.0,-1.0,0.0981896,0.1551518,0.263803,4.34066354,9.394199,12.96763,1.0,12.0,7.0,Handbook,True
Cs2ZnCl4,0.0,1.736783741186914,-0.1595053149999987,Cs2ZnCl4,K2SO4,1.0,1.72,1.736783741,0.0,Cs,Cs,Zn,Zn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.74,1.81,1.0,2.0,-1.0,0.1542125,0.1551518,0.263803,3.893905548,9.394199,12.96763,1.0,12.0,7.0,Handbook,True
Cs2MgCl4,0.0,1.749140504291112,-0.3758710899999986,Cs2MgCl4,K2SO4,1.0,1.72,1.749140504,0.0,Cs,Cs,Mg,Mg,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.72,1.81,1.0,2.0,-1.0,0.1542125,0.121644,0.263803,3.893905548,7.646235,12.96763,1.0,2.0,7.0,Handbook,True
Cs2CuCl4,0.0,1.7428197398710852,-0.2302380900000002,Cs2CuCl4,K2SO4,1.0,1.72,1.74281974,0.0,Cs,Cs,Cu,Cu,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.73,1.81,1.0,2.0,-1.0,0.1542125,0.1511716,0.263803,3.893905548,7.72638,12.96763,1.0,11.0,7.0,Handbook,True
Tl2CoCl4,0.0,1.778237375591178,0.2130553899999991,Tl2CoCl4,K2SO4,1.0,1.72,1.778237376,0.0,Tl,Tl,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.59,0.745,1.81,1.0,2.0,-1.0,0.173447,0.1432363,0.263803,6.108287,7.88101,12.96763,3.0,9.0,7.0,Handbook,True
K2CoCl4,0.0,1.7897148026101324,0.3720242900000006,K2CoCl4,K2SO4,1.0,1.72,1.789714803,0.0,K,K,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,0.745,1.81,1.0,2.0,-1.0,0.0981896,0.1432363,0.263803,4.34066354,7.88101,12.96763,1.0,9.0,7.0,Handbook,True
Cs2CoCl4,0.0,1.733870198815191,0.2245048100000009,Cs2CoCl4,K2SO4,1.0,1.72,1.733870199,0.0,Cs,Cs,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.745,1.81,1.0,2.0,-1.0,0.1542125,0.1432363,0.263803,3.893905548,7.88101,12.96763,1.0,9.0,7.0,Handbook,True
Cs2MnI4,0.0,1.8454954327511144,0.0819683199999996,Cs2MnI4,K2SO4,1.0,1.72,1.845495433,0.0,Cs,Cs,Mn,Mn,I,I,9.0,9.0,6.0,6.0,6.0,1.78,0.83,2.2,1.0,2.0,-1.0,0.1542125,0.1352844,0.2195176,3.893905548,7.434018,10.45126,1.0,7.0,7.0,Handbook,True
