Descriptor,Accuracy_test,Accuracy_avg_fold_test,Num_features,Num_operators,Num_total,Unitless
((rA/rX)*(sqrt(rA)+sqrt(rB))),0.852941176,0.752083333,4,5,9,
(((rA/rX))^2/log((rA*xX))),0.852941176,0.775153509,4,5,9,
(xX*(rA+(rB*xX))),0.852941176,0.768903509,4,3,7,
(((rA)^2/rX)*exp((rB*xX))),0.852941176,0.760460526,4,5,9,
((exp(rA)-exp(-rB))-(log(xX))^2),0.852941176,0.760460526,3,7,9,
(xX*(exp(-rB)-exp(rA))),0.852941176,0.760460526,3,5,7,
((rB*xX)+((rA)^2/rX)),0.852941176,0.760460526,4,4,8,
((xX)^-1/(exp(-rB)-exp(rA))),0.852941176,0.760460526,3,7,9,
((rX/(rA)^2)/exp((rB*xX))),0.852941176,0.760460526,4,5,9,
((exp(-rA)/(xX)^2)/sqrt(rB)),0.852941176,0.758442982,3,6,8,
(((rA)^2*sqrt(rB))/(rX/xX)),0.852941176,0.758399123,4,5,9,
((rX/(rA)^2)/(xX*sqrt(rB))),0.852941176,0.758399123,4,5,9,
((rA*xX)*(rA+(rB*xX))),0.852941176,0.758377193,5,4,9,
(((rA*xX)*(rB+rX))/rX),0.852941176,0.758377193,5,4,9,
((xX*sqrt(rA))*sqrt((rA+rB))),0.852941176,0.758377193,4,5,9,
((rA)^2/((rA/xX)-rB)),0.852941176,0.768903509,4,4,8,
((rX/(rA*xX))/(rB+rX)),0.852941176,0.758377193,5,4,9,
((xX)^-1/(rA+(rB*xX))),0.852941176,0.768903509,4,5,9,
(sqrt((rX/rB))/((rA*xX))^2),0.852941176,0.758377193,4,5,9,
(((rB+rX)*exp(rA))/log(rX)),0.852941176,0.758377193,4,5,9,
((rX/exp(rA))/exp((rB*xX))),0.852941176,0.758377193,4,5,9,
((rX/rA)+(exp(-rB))^2),0.852941176,0.758377193,3,5,7,
((rA+rB)*(rA*(xX)^2)),0.852941176,0.758377193,4,4,8,
((exp(rA)/rX)*exp((rB*xX))),0.852941176,0.758377193,4,5,9,
(((rA+rX)/rA)+(exp(-rB))^2),0.852941176,0.758377193,4,6,9,
((xX/exp(rB))+(exp(-rA)/xX)),0.852941176,0.760460526,4,6,9,
((exp(-rB))^2+(exp(rA)/log(xX))),0.852941176,0.760460526,3,7,9,
((exp(rA)/rX)*sqrt((rA+rB))),0.852941176,0.760460526,4,5,9,
((rB/(rX)^2)+(log(xX)/rA)),0.852941176,0.760482456,4,5,9,
(sqrt(exp(rX))*(exp(rA)/log(rX))),0.852941176,0.768881579,3,6,9,
(exp((rB+rX))/(rB*(rA)^2)),0.852941176,0.762587719,4,5,9,
(((rX-rA)/sqrt(rB))-sqrt(rX)),0.852941176,0.762587719,4,5,9,
(sqrt(exp(-rB))+(exp(rA)/log(xX))),0.852941176,0.762565789,3,7,9,
(exp((rX/rA))-exp((rA-rB))),0.852941176,0.762565789,4,5,9,
((rA+rX)+(rA/log(rX))),0.852941176,0.768881579,4,4,8,
((rA/rX)*sqrt((rA+rB))),0.852941176,0.762565789,4,4,8,
(((rX/rA))^2/(rA+rB)),0.852941176,0.762565789,4,4,8,
((rX/rA)/sqrt((rA+rB))),0.852941176,0.762565789,4,4,8,
(((rA)^2*sqrt(rB))/log(rX)),0.852941176,0.762565789,3,5,8,
((log(rX)/(rA)^2)/sqrt(rB)),0.852941176,0.762565789,3,5,8,
((rA+rB)*((rX-rA)-rA)),0.852941176,0.762565789,5,4,9,
((rA+rB)*((rA/rX))^2),0.852941176,0.762565789,4,4,8,
(sqrt((rX/rB))-((rX/rA))^2),0.852941176,0.76252193,4,5,9,
((exp(rB)/rB)/((rA*xX))^2),0.852941176,0.760504386,4,5,9,
(exp(-(rB*xX))/(rA*xX)),0.852941176,0.760482456,4,5,8,
(((rA*xX))^2*exp((rB/rX))),0.852941176,0.760482456,4,5,9,
((exp(rA)/rX)-(exp(-rX)/rB)),0.852941176,0.760482456,4,6,9,
(exp(-(rB/rX))/((rA*xX))^2),0.852941176,0.760482456,4,6,9,
((rA-rB)/log((rB/rX))),0.852941176,0.768881579,4,4,8,
((rA*xX)*exp((rB*xX))),0.852941176,0.760482456,4,4,8,
(((rX-rA)/rA)+(exp(-rB))^2),0.852941176,0.758377193,4,6,9,
(exp((rB*xX))/log((rA*xX))),0.852941176,0.758377193,4,5,9,
(((rB+rX)*exp(rA))/(rX)^2),0.852941176,0.754188596,4,5,9,
(((rA/rX))^2*sqrt((rB+rX))),0.852941176,0.770964912,4,5,9,
exp(((rX/rA)+sqrt(xX))),0.852941176,0.770942982,3,4,7,
(((rX-rA)*exp(rB))-rA),0.852941176,0.770942982,4,4,8,
(exp((rA-rX))/(rX*(xX)^2)),0.852941176,0.770942982,4,5,9,
(((rA-rX)/rA)*sqrt(sqrt(rB))),0.852941176,0.770942982,4,5,9,
((rA+(rA+rB))/(rB+rX)),0.852941176,0.770942982,5,4,9,
(exp(sqrt(rX))/(rA+(rB*xX))),0.852941176,0.75627193,4,5,9,
((rA*rB)+((rA)^2/log(rX))),0.852941176,0.770964912,4,5,9,
(((rX/rA))^2/sqrt((rA+rB))),0.852941176,0.770964912,4,5,9,
(log((rA/rX))/sqrt((rA*rB))),0.852941176,0.770964912,4,5,9,
(((rA/rX))^2*sqrt((rA+rB))),0.852941176,0.770964912,4,5,9,
(((rA-rX)/rX)*sqrt(exp(rB))),0.852941176,0.770964912,4,5,9,
(log((rA*xX))/exp((rB*xX))),0.852941176,0.758377193,4,5,9,
(((rX/rA))^2/sqrt((rB+rX))),0.852941176,0.770964912,4,5,9,
(((rA/rX))^2/exp((xX/rB))),0.852941176,0.75627193,4,5,9,
((rA/xX)/(exp(rX)+exp(-rB))),0.852941176,0.770964912,4,6,9,
((exp(rX)+exp(-rB))/(rA/xX)),0.852941176,0.770964912,4,6,9,
(((rA)^2)^2/(exp(rB)-exp(rX))),0.852941176,0.75625,3,6,9,
((exp(rB)-exp(rX))/((rA)^2)^2),0.852941176,0.75625,3,6,9,
(xX*(rA+(rA+rB))),0.852941176,0.754210526,4,3,7,
((xX)^-1/(rA+(rA+rB))),0.852941176,0.754210526,4,5,9,
(((rA)^2+(rB)^2)/(rX/xX)),0.852941176,0.754188596,4,5,9,
((rA/rX)/(exp(xX)+exp(-rB))),0.852941176,0.754188596,4,6,9,
(((rA-rX)*sqrt(rB))/rA),0.852941176,0.770942982,4,4,8,
((rA-rX)*exp((rB-rA))),0.852941176,0.770942982,4,4,8,
((rB+rX)/(rA+(rA+rB))),0.852941176,0.770942982,5,4,9,
(exp((rA/rX))+exp(-(rB*xX))),0.852941176,0.770921053,4,6,9,
(((rA)^2/rX)-(rX-rB)),0.852941176,0.768903509,4,4,8,
((rB/(rX)^2)-(rX/(rA)^2)),0.852941176,0.758377193,4,5,9,
(((rA)^2/(rB-rX))/rB),0.852941176,0.758333333,4,4,8,
((sqrt(rB))^-1/((rA*xX))^2),0.852941176,0.756337719,3,6,9,
(((rA)^-1/xX)/sqrt(sqrt(rB))),0.852941176,0.756337719,3,6,9,
(sqrt((rA/rB))/((rA*xX))^2),0.852941176,0.756315789,4,5,9,
(log((rB*xX))/((rA*xX))^2),0.852941176,0.756315789,4,5,9,
((exp(-rB)+exp(-xX))/(rA*xX)),0.852941176,0.756315789,4,7,9,
(sqrt(rB)*((rA/rX)-sqrt(xX))),0.852941176,0.75629386,4,5,9,
(exp(rA)/((rB-rX)-rX)),0.852941176,0.75629386,4,4,8,
(((rB-rX)-rX)/exp(rA)),0.852941176,0.75629386,4,4,8,
((xX/rB)+((rA)^-1/xX)),0.852941176,0.75629386,4,5,9,
(((rA)^2+(rB)^2)/(rX)^2),0.852941176,0.768925439,3,5,8,
((exp(rA)/rX)-(exp(-rA)/rB)),0.852941176,0.75629386,4,6,9,
((rX/exp(rA))-(rB/exp(rB))),0.852941176,0.75627193,4,5,9,
((log(rB)/exp(rA))-(rX/rA)),0.852941176,0.75627193,4,5,9,
((exp(rA))^2*(sqrt(rB)/log(rX))),0.852941176,0.75627193,3,6,9,
((xX/exp(rB))+sqrt((rX/rA))),0.852941176,0.75627193,4,5,9,
(((rX/rA))^2*exp((xX/rB))),0.852941176,0.75627193,4,5,9,
((rX)^2/((rA)^2+(rB)^2)),0.852941176,0.768925439,3,5,8,
(log((rA/rX))/exp((xX/rB))),0.852941176,0.770921053,4,5,9,
(((rB*xX)-rX)/exp(rA)),0.852941176,0.768859649,4,4,8,
(exp(rA)/((rB*xX)-rX)),0.852941176,0.768859649,4,4,8,
(exp((rA/rX))+exp(-(xX/rB))),0.852941176,0.762587719,4,6,9,
((rA)^2+(rX*(rB-rX))),0.852941176,0.766798246,4,4,8,
((rA+(rB*xX))/(rX/rA)),0.852941176,0.766776316,5,4,9,
(((rX-rA)-rA)*sqrt(exp(rB))),0.852941176,0.766754386,4,5,9,
(xX+((rB+rX)/(rA+rB))),0.852941176,0.766776316,5,4,9,
(exp((rX/rA))/sqrt((rB+rX))),0.852941176,0.766754386,4,5,9,
(((rX/rA))^2+(log(rB))^2),0.852941176,0.766776316,3,5,8,
(sqrt(exp(rX))/(exp(-rB)-exp(rA))),0.852941176,0.766754386,3,7,9,
(exp(-(rB/xX))-exp((rA/rX))),0.852941176,0.766798246,4,6,9,
(((rX-rA)-rA)*sqrt(sqrt(rB))),0.852941176,0.766754386,4,5,9,
(exp((rX/rA))/sqrt((rA+rB))),0.852941176,0.766754386,4,5,9,
(((rB/rX)-(xX)^-1)/rA),0.852941176,0.766798246,4,5,9,
((exp(-rB)-exp(rA))/rX),0.852941176,0.766754386,3,5,7,
(exp((rB/rA))*log((rA/rX))),0.852941176,0.768859649,4,5,9,
((xX/exp(rB))-(rA/rX)),0.852941176,0.766754386,4,4,8,
((exp(rA)/rX)-(exp(-rB)/rA)),0.852941176,0.766754386,4,6,9,
(exp((rX/rA))+exp(-(rA/rB))),0.852941176,0.766732456,4,6,9,
((rA-rX)/((rB*xX)-rX)),0.852941176,0.766732456,5,4,9,
(exp(-(rB/rX))-exp((rX/rA))),0.852941176,0.766732456,4,6,9,
((log(rA)/(rX)^2)/((rB)^2)^2),0.852941176,0.766732456,3,6,9,
(((rB+rX)/rA)-(rB/rX)),0.852941176,0.766732456,5,4,9,
(exp((rX/rA))-exp(-(rB/rA))),0.852941176,0.766732456,4,6,9,
((rA-rX)/((rB*xX)-rA)),0.852941176,0.766732456,5,4,9,
(((rX)^2/rA)/log((rA+rB))),0.852941176,0.764736842,4,5,9,
((rA)^2/((rB*xX)-rX)),0.852941176,0.766776316,4,4,8,
(sqrt((rA+rB))/exp((rX/rA))),0.852941176,0.766754386,4,5,9,
(((rA-rX)/(rA+rB))-xX),0.852941176,0.766776316,5,4,9,
((rX/rA)/(rA+(rB*xX))),0.852941176,0.766776316,5,4,9,
(exp(sqrt(rB))*(exp(-rA)-exp(-rX))),0.852941176,0.766754386,3,8,9,
((rA-rX)/((rB-rA)-rA)),0.852941176,0.766754386,5,4,9,
((rA/(rB+rX))-(rX/rA)),0.852941176,0.766754386,5,4,9,
(exp((rB/rX))*log((rA/rX))),0.852941176,0.766754386,4,5,9,
((rA-rX)/((rB-rX)-rX)),0.852941176,0.766754386,5,4,9,
(((rA-rX)*sqrt(rB))/exp(rA)),0.852941176,0.766754386,4,5,9,
(((rX/rA))^2+sqrt((rB/rA))),0.852941176,0.766754386,4,5,9,
(((rA)^2/rX)+(rB/exp(rX))),0.852941176,0.766754386,4,5,9,
(((rX-rA)-(rB*xX))-rA),0.852941176,0.766754386,5,4,9,
((exp(-rB)-exp(rA))/sqrt(exp(rX))),0.852941176,0.766754386,3,7,9,
(sqrt((rB+rX))/exp((rX/rA))),0.852941176,0.766754386,4,5,9,
((rX/exp(rA))-(rB*(xX)^2)),0.852941176,0.766754386,4,5,9,
(log((rA/rX))/(rA*sqrt(rB))),0.852941176,0.766754386,4,5,9,
(((rB-rX)*exp(rB))/(rA)^2),0.852941176,0.766776316,4,5,9,
(rX/(exp(-rB)-exp(rA))),0.852941176,0.766754386,3,5,7,
((exp(rA)-exp(-rB))-(xX)^-1),0.852941176,0.766754386,3,7,9,
(((rA)^2/(rB-rX))/exp(rB)),0.852941176,0.766776316,4,5,9,
((exp(-rB)-exp(rA))/sqrt(log(rX))),0.852941176,0.766754386,3,7,9,
(((rB*xX)-rX)/(rA)^2),0.852941176,0.766776316,4,4,8,
((exp(rB)/xX)/((rA+rB))^2),0.852941176,0.766776316,4,5,9,
((rB/rA)+(exp(-rB)/sqrt(xX))),0.852941176,0.766776316,4,6,9,
(exp((rX-rB))/(xX*(rA)^2)),0.852941176,0.764714912,4,5,9,
(exp((rA/rX))+exp((rB/rX))),0.852941176,0.764714912,4,5,9,
(((rX/rA))^2/exp((rB/rA))),0.852941176,0.764692982,4,5,9,
((rA)^2/(exp(-rB)-exp(rX))),0.852941176,0.764649123,3,6,8,
(((rA)^2*(rA+rB))/log(rX)),0.852941176,0.764649123,4,5,9,
((rB+(rB+rX))/(rA+rB)),0.852941176,0.768837719,5,4,9,
(((rA+rB)/rX)-(rB/rA)),0.852941176,0.768837719,5,4,9,
((rB/exp(rB))*log((rA/rX))),0.852941176,0.768837719,4,5,9,
((log(xX))^2/(exp(-rB)-exp(rA))),0.852941176,0.764649123,3,7,9,
(((rB+rX)/rA)/exp(sqrt(rB))),0.852941176,0.764649123,4,5,9,
(exp((rX/rA))+exp(-(rX/rB))),0.852941176,0.764649123,4,6,9,
(sqrt((rA/rB))-((rX/rA))^2),0.852941176,0.768837719,4,5,9,
((rA/sqrt(rX))+(xX*sqrt(rB))),0.852941176,0.764649123,4,5,9,
(((rX-rA)-rA)/(rA+rB)),0.852941176,0.768837719,5,4,9,
(exp((rB*xX))+exp((rX/rA))),0.852941176,0.764649123,4,5,9,
(exp((rB-rX))+exp((rX/rA))),0.852941176,0.768837719,4,5,9,
(((rA-rX))^2-((rA-rB))^2),0.852941176,0.764583333,4,5,9,
(exp(-(rB*xX))-exp((rX/rA))),0.852941176,0.768837719,4,6,9,
(log((rA/rX))*sqrt((rB/rA))),0.852941176,0.768837719,4,5,9,
((rA/log(rX))*log((rA+rB))),0.852941176,0.762631579,4,5,9,
((rB)^2+((rA*rX)/log(rX))),0.852941176,0.762631579,4,5,9,
((rB*log(rA))/(log(rX))^2),0.852941176,0.762587719,3,5,8,
((rA-rB)*((rA+rB)-rX)),0.852941176,0.768859649,5,4,9,
(((rA+rB)*exp(rA))/log(rX)),0.852941176,0.762587719,4,5,9,
(exp(sqrt(rB))*((rA)^2/log(rX))),0.852941176,0.762587719,3,6,9,
(((rA-rX)/rX)*sqrt(sqrt(rB))),0.852941176,0.768837719,4,5,9,
((exp(-rB)-exp(rX))/(rA*rX)),0.852941176,0.768837719,4,6,9,
(((rX-rB)*(rX/rA))-rA),0.852941176,0.764692982,5,4,9,
(((rA-rB)-rX)/(rA+rB)),0.852941176,0.768837719,5,4,9,
(sqrt((rA*rB))/((rA-rX))^2),0.852941176,0.764692982,4,5,9,
(((rA/rX))^2*exp((rB/rA))),0.852941176,0.764692982,4,5,9,
((rA-rB)*(rB/(rB-rX))),0.852941176,0.764692982,5,4,9,
((exp(rA)-exp(rB))/(rB-rX)),0.852941176,0.764671053,4,5,9,
(((rX/rA)*exp(rB))/rB),0.852941176,0.764671053,4,4,8,
(sqrt(exp(rB))*(exp(-rA)-exp(-rX))),0.852941176,0.764671053,3,8,9,
(sqrt(sqrt(rB))*(exp(-rA)-exp(-rX))),0.852941176,0.764671053,3,8,9,
(sqrt(sqrt(rB))*((rA)^2/exp(rX))),0.852941176,0.764649123,3,6,9,
(((rA)^2/(rX-rB))-rX),0.852941176,0.766798246,4,4,8,
((rA*rX)/((rX/xX)-rB)),0.852941176,0.766798246,5,4,9,
((rA-rX)*(rB/(rA)^2)),0.852941176,0.768815789,4,4,8,
(log((rA/rX))*sqrt(sqrt(rB))),0.852941176,0.768837719,3,5,8,
(exp((rB*xX))*log((rA/rX))),0.852941176,0.764649123,4,5,9,
(exp((rX/rA))-exp(-rB)),0.852941176,0.768837719,3,5,7,
((exp(-rB)-exp(rA))/(log(xX))^2),0.852941176,0.764649123,3,7,9,
((exp(-rB)-exp(rX))/(rA)^2),0.852941176,0.764649123,3,6,8,
(exp((rX/rA))+exp(-(rB)^-1)),0.852941176,0.768837719,3,7,9,
((exp(rX)/(rA)^2)/sqrt(sqrt(rB))),0.852941176,0.764649123,3,6,9,
((rA/(rB+rX))*exp(sqrt(rB))),0.852941176,0.764649123,4,5,9,
(((rA-rX)/(rA)^2)/sqrt(rB)),0.852941176,0.764649123,4,5,9,
(((rX/rA))^2+sqrt((rB/rX))),0.852941176,0.768837719,4,5,9,
((exp(xX)+exp(-rB))/(rA/rX)),0.852941176,0.754188596,4,6,9,
((rA/sqrt(rX))/sqrt((rX-rB))),0.852941176,0.771008772,4,5,9,
(exp((rA/rX))*sqrt((rA*xX))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2*sqrt(sqrt(rB))),0.852941176,0.773070175,3,5,8,
(exp((rX/rA))+exp(-(rA+rB))),0.852941176,0.773070175,4,6,9,
(log((rA/rX))/sqrt((rB+rX))),0.852941176,0.773070175,4,5,9,
(log((rX/xX))/rA),0.852941176,0.773070175,3,3,6,
(((rA)^2)^2/((rB)^2-(rX)^2)),0.852941176,0.752061404,3,6,9,
(((xX)^2*exp(rX))-(rX/rA)),0.852941176,0.773070175,4,5,9,
(((rA/rX))^2/sqrt(sqrt(rB))),0.852941176,0.773070175,3,5,8,
((rX/rA)+((xX)^2/exp(rB))),0.852941176,0.773070175,4,5,9,
(((rA+rB))^2/(rX*exp(rB))),0.852941176,0.773070175,4,5,9,
(((rX/rA))^2+(xX/exp(rB))),0.852941176,0.773070175,4,5,9,
((exp(rB)/xX)/exp((rA*rB))),0.852941176,0.773070175,4,5,9,
(exp((rX/rA))+exp(-(rB+rX))),0.852941176,0.773070175,4,6,9,
(log((rA+rB))/((rA-rX))^2),0.852941176,0.773114035,4,5,9,
(((rX/rA))^2/(rB+rX)),0.852941176,0.75,4,4,8,
((rB+rX)*((rA/rX))^2),0.852941176,0.75,4,4,8,
((rA/rX)*sqrt((rB+rX))),0.852941176,0.75,4,4,8,
(((rA/rX))^2*sqrt((rA*rB))),0.852941176,0.75,4,5,9,
((exp(rA)*sqrt(rA))/(rX)^2),0.852941176,0.773092105,3,5,8,
(((rX/rA))^2/sqrt((rA*rB))),0.852941176,0.75,4,5,9,
((rA+(rB*xX))/sqrt(rX)),0.852941176,0.74997807,4,4,8,
((exp(rB)-exp(rX))/(rA*rX)),0.852941176,0.773114035,4,5,9,
((rA)^2/((rB-rX)-rX)),0.852941176,0.74997807,4,4,8,
((rA*rX)/(exp(rB)-exp(rX))),0.852941176,0.773114035,4,5,9,
(exp(-(rB/rA))/log((rB*xX))),0.852941176,0.773070175,4,6,9,
((rX*exp(rB))/((rA+rB))^2),0.852941176,0.773070175,4,5,9,
((exp(rX)+exp(-rX))/(rA/xX)),0.852941176,0.773048246,4,6,9,
((exp(-rA)-exp(-rX))-(rA/rX)),0.852941176,0.773048246,4,7,9,
((xX+(rX/rA))/exp((xX)^2)),0.852941176,0.773048246,4,5,9,
(sqrt(exp(-rB))/((rA*xX))^2),0.852941176,0.752083333,3,6,8,
(((rA)^2/rX)/sqrt((rX-rB))),0.852941176,0.752083333,4,5,9,
((exp(-xX)-exp(rX))/(rA)^2),0.852941176,0.773048246,3,6,8,
((rA/log(rX))*log((rA/xX))),0.852941176,0.773048246,4,5,9,
((rX/(rA)^2)*sqrt((rX-rB))),0.852941176,0.752083333,4,5,9,
(exp(-sqrt(rB))-exp((rX/rA))),0.852941176,0.773048246,3,6,8,
((sqrt(rA)-sqrt(rX))/log(xX)),0.852941176,0.773048246,3,5,8,
(sqrt(xX)*((rA/rX)-xX)),0.852941176,0.773048246,4,4,8,
((rA-rX)/(exp(rA)+exp(-rX))),0.852941176,0.773048246,4,6,9,
(((rA+rX)/rX)-((xX)^2)^2),0.852941176,0.773048246,4,5,9,
(((rA/rX))^2/exp((xX)^2)),0.852941176,0.773048246,3,5,8,
(((rA/rX))^2-sqrt(sqrt(xX))),0.852941176,0.773048246,3,5,8,
(((rA/rX))^2-(xX*(xX)^2)),0.852941176,0.773048246,4,5,9,
(exp((rA*xX))-exp((rX/rA))),0.852941176,0.773048246,4,5,9,
(exp(-(rA+rB))-exp((rX/rA))),0.852941176,0.773048246,4,6,9,
(((xX)^2)^2+sqrt((rX/rA))),0.852941176,0.773048246,3,5,8,
(sqrt(exp(-xX))-((rX/rA))^2),0.852941176,0.773048246,3,6,8,
((rA*exp(rA))/((rA-rX))^2),0.852941176,0.773048246,4,5,9,
((rX/rA)/(sqrt(xX)-xX)),0.852941176,0.773048246,4,4,8,
((rA)^2/(exp(-xX)-exp(rX))),0.852941176,0.773048246,3,6,8,
((rA/rX)*exp((rB/rX))),0.852941176,0.773114035,4,4,8,
((rX/rA)/exp((rB/rX))),0.852941176,0.773114035,4,4,8,
((rA+rB)/((rA-rX))^2),0.852941176,0.771008772,4,4,8,
(((rA/rX))^2-(xX/exp(rX))),0.852941176,0.775153509,4,5,9,
((rX/sqrt(rA))-sqrt((rA+rX))),0.852941176,0.775153509,4,5,9,
(exp((rX/rA))+exp((xX/rA))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2+(exp(-xX))^-1),0.852941176,0.775153509,3,7,9,
(((rA/rX)+sqrt(xX))/exp(xX)),0.852941176,0.775153509,4,5,9,
(((rA+rX)/rA)+(exp(-rX))^2),0.852941176,0.775153509,4,6,9,
(sqrt(exp(xX))-(xX+(rX/rA))),0.852941176,0.775153509,4,5,9,
(((rX/rA))^2*(xX*log(xX))),0.852941176,0.775153509,4,5,9,
((rX/rA)+(xX+(rX/rA))),0.852941176,0.775153509,5,4,9,
(exp((xX/rX))*log((rA/rX))),0.852941176,0.775153509,4,5,9,
(exp(sqrt(xX))/(xX+(rA/rX))),0.852941176,0.775153509,4,5,9,
log(((rA)^2/exp(rX))),0.852941176,0.775153509,2,4,6,
(((rA)^2/rX)*exp((rB-rX))),0.852941176,0.773114035,4,5,9,
(((rA/rX))^2*(exp(rA)/rX)),0.852941176,0.775153509,4,5,9,
((xX+(rX/rA))+sqrt(exp(-xX))),0.852941176,0.775153509,4,6,9,
(exp((rX/rA))+exp(-(rA/xX))),0.852941176,0.775153509,4,6,9,
(exp(-(rA)^-1)-exp((rX/rA))),0.852941176,0.775153509,3,7,9,
(exp(xX)/((rA/rX)+sqrt(xX))),0.852941176,0.775153509,4,5,9,
(((rA)^2/rX)*sqrt((xX/rX))),0.852941176,0.775153509,4,5,9,
((rX/rA)+(exp(-rX))^2),0.852941176,0.775153509,3,5,7,
((rA*sqrt(xX))/exp((rX-rA))),0.852941176,0.775153509,4,5,9,
(((rA/rX))^2*exp((rX*xX))),0.852941176,0.775153509,4,5,9,
((rX/(rA)^2)*log((rA+rX))),0.852941176,0.775153509,4,5,9,
(exp(sqrt(rX))/sqrt(exp(rA))),0.852941176,0.775153509,2,5,7,
(exp((rA*xX))*exp(-(rX/rA))),0.852941176,0.775153509,4,6,9,
(((rA/rX))^2+(sqrt(xX)-xX)),0.852941176,0.775153509,4,5,9,
((xX/log(xX))-((rX/rA))^2),0.852941176,0.775153509,4,5,9,
((rA/rX)+(rB/(rA+rX))),0.852941176,0.773114035,5,4,9,
((rX/(rA)^2)*exp((rX-rB))),0.852941176,0.773114035,4,5,9,
(((rA-rX)/rX)*exp(sqrt(rB))),0.852941176,0.775131579,4,5,9,
(((rA-rX)/rA)*exp(sqrt(rB))),0.852941176,0.775131579,4,5,9,
((exp(rB))^-1-((rX/rA))^2),0.852941176,0.775131579,3,6,9,
((log(rA)*sqrt(rB))/(log(rX))^2),0.852941176,0.775131579,3,6,9,
((rA-rB)/((rX/rB)-xX)),0.852941176,0.775131579,5,4,9,
((exp(rB)*log(rA))/(log(rX))^2),0.852941176,0.775131579,3,6,9,
(log((rA/rX))*sqrt(exp(rB))),0.852941176,0.775131579,3,5,8,
((exp(rX)/(rA*rX))/exp(xX)),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rA)/sqrt(sqrt(rX))),0.852941176,0.775153509,4,5,9,
(((rX/rA)+sqrt(xX))-(xX)^2),0.852941176,0.775153509,4,5,9,
(sqrt(sqrt(xX))*((rA)^2/exp(rX))),0.852941176,0.775153509,3,6,9,
((rX/exp(xX))-(rA*log(rA))),0.852941176,0.775153509,4,5,9,
((xX)^2+(rX/rA)),0.852941176,0.775153509,3,3,6,
(exp((rX/rA))+exp(-(rA*rX))),0.852941176,0.775153509,4,6,9,
((exp(xX))^2*((rA-rX)/rA)),0.852941176,0.775153509,4,5,9,
(((rX*xX)*exp(rX))/(rA)^2),0.852941176,0.775153509,4,5,9,
((exp(rX)/(rA)^2))^2,0.852941176,0.775153509,2,4,6,
(exp((rX-rA))/(rA*sqrt(xX))),0.852941176,0.775153509,4,5,9,
(((rA-rX)/rX)*exp(sqrt(xX))),0.852941176,0.775153509,4,5,9,
(exp((xX)^2)*((rA-rX)/rX)),0.852941176,0.773048246,4,5,9,
((rA-rX)/((rA+rX)-rB)),0.852941176,0.766754386,5,4,9,
(((rX/rA))^2*exp((xX)^2)),0.852941176,0.773048246,3,5,8,
(((rA-rX)/rX)*sqrt(exp(xX))),0.852941176,0.773048246,4,5,9,
(exp((rA/rX))+exp(-(xX)^2)),0.852941176,0.773048246,3,6,8,
(exp(-(rB*xX))/(xX*(rA)^2)),0.852941176,0.754166667,4,6,9,
((exp(rB)-exp(rX))/exp((rA)^2)),0.852941176,0.754166667,3,6,9,
(exp((rA/rX))-exp(-(rA/xX))),0.852941176,0.773048246,4,6,9,
((rX/rA)+(xX*(xX)^2)),0.852941176,0.773048246,4,4,8,
((rX/rA)*exp((xX)^2)),0.852941176,0.773048246,3,4,7,
(((xX)^2)^2+((rX-rA)/rX)),0.852941176,0.773048246,4,5,9,
(((rA+rX)/rA)+sqrt(sqrt(xX))),0.852941176,0.773048246,4,5,9,
(log((rA/rX))/exp((rX*xX))),0.852941176,0.773048246,4,5,9,
(log(xX)/(rA+(rB*xX))),0.852941176,0.754166667,4,4,8,
((rA-rX)/(exp(rA)+exp(-rA))),0.852941176,0.773048246,4,6,9,
((rX/rA)/(sqrt(rA)+sqrt(rB))),0.852941176,0.752083333,4,5,9,
(((rA/rX))^2/exp(sqrt(xX))),0.852941176,0.773048246,3,5,8,
(exp((rA-rX))+exp(-(xX/rA))),0.852941176,0.773048246,4,6,9,
((exp(-rX)-exp(-rA))-(rX/rA)),0.852941176,0.773048246,4,7,9,
(exp((rA/rX))-exp(-(xX)^-1)),0.852941176,0.773048246,3,7,9,
((rA/(rX*xX))-sqrt(exp(rX))),0.852941176,0.773048246,4,5,9,
((exp(rA)-exp(rX))/(exp(rA))^2),0.852941176,0.773048246,3,6,9,
((rX/rA)+((xX)^2/exp(xX))),0.852941176,0.773048246,4,5,9,
(exp((rX/rA))-exp(-xX)),0.852941176,0.773048246,3,5,7,
((rX/rA)+((xX)^2*sqrt(xX))),0.852941176,0.773048246,4,5,9,
(log((rA/rX))*exp(sqrt(rB))),0.852941176,0.773048246,3,5,8,
(((rA)^2*(rB+rX))/log(rX)),0.852941176,0.754166667,4,5,9,
((exp(-xX))^2+(xX-(rX/rA))),0.852941176,0.773048246,4,6,9,
((rA+(rB*xX))/log(xX)),0.852941176,0.754166667,4,4,8,
((exp(xX)+exp(-xX))/(rA/rX)),0.852941176,0.773048246,4,6,9,
((rA/(rX-rB))-(rX/rA)),0.852941176,0.771008772,5,4,9,
((exp(rA)+exp(rB))/rX),0.852941176,0.754188596,3,4,7,
((rB-rX)*(rX/(rA)^2)),0.852941176,0.771008772,4,4,8,
